# gapseq version: 1.3.1
# Sequence DB md5sum: b470543 (2026-05-30, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
2.7.1.148-RXN	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	2.7.1.148		UniRef90_A1K3G8	48.540	2.99e-79	238	95	NP_415726.1 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [Escherichia coli str. K-12 substr. MG1655]	6	279	|NONMEVIPP-PWY|	good_blast	full	rxn03908 rxn34019 	NA	0	1
2.7.7.60-RXN	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2.7.7.60		UniRef90_O05029	53.363	4.07e-82	242	97	NP_417227.1 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Escherichia coli str. K-12 substr. MG1655]	8	229	|NONMEVIPP-PWY|	good_blast	full	rxn03907 rxn31708 rxn34018 	NA	0	1
IPPISOM-RXN	isopentenyl-diphosphate delta-isomerase	5.3.3.2		UniRef90_A6TDP3	69.832	2.67e-93	266	97	NP_417365.1 isopentenyl-diphosphate Delta-isomerase [Escherichia coli str. K-12 substr. MG1655]	1	179	|NONMEVIPP-PWY|	good_blast	full	rxn00830 rxn13773 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_P72241	88.398	0.0	656	99	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	1	361	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_P58672	86.828	0.0	654	99	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	1	371	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_A3N1H8	84.282	0.0	635	99	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	3	370	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_A1SU39	80.441	0.0	593	98	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	1	362	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_C1DE57	72.905	0.0	540	97	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	1	358	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_Q1MSE5	51.385	3.47e-119	346	91	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	9	333	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_P54482	48.986	5.50e-116	339	92	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	8	352	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_C0QRI5	48.246	3.51e-112	328	97	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	7	348	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_A4X4L9	45.748	2.01e-103	307	87	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	9	348	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_C1B2V4	47.546	3.70e-103	306	85	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	9	333	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_P9WKG3	46.319	4.50e-99	296	84	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	9	333	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_B4U9V3	43.567	2.61e-98	293	97	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	7	348	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
RXN-15878	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1.17.7.3		UniRef90_B7IFY1	42.444	2.63e-93	280	89	NP_417010.1 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [Escherichia coli str. K-12 substr. MG1655]	12	322	|NONMEVIPP-PWY|	good_blast	full	rxn05293 rxn26477 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_P0A870	100.000	0.0	648	100	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	1	317	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_P66955	94.637	0.0	627	100	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	1	317	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q8ZIN2	88.959	0.0	593	100	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	1	317	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A5F028	74.841	1.15e-174	483	99	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	1	314	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A8FSH3	69.085	6.51e-159	443	99	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	1	317	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q1LU10	64.465	6.84e-157	438	100	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	1	316	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A5F028	64.762	2.98e-151	424	99	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	2	316	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_P0A870	64.423	1.31e-150	422	98	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	2	313	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_P66955	64.423	2.02e-149	419	98	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	2	313	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A8FSH3	65.079	1.20e-148	417	99	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	2	316	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q8ZIN2	62.500	2.42e-148	416	98	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	2	313	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q1LU10	56.962	1.99e-135	384	99	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	3	317	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q8D1X3	48.896	5.93e-112	324	99	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	1	316	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A1TKQ3	53.459	4.68e-109	317	99	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	3	313	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_Q8D1X3	48.544	5.21e-107	312	97	NP_414549.1 transaldolase B [Escherichia coli str. K-12 substr. MG1655]	3	310	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
TRANSALDOL-RXN	transaldolase	2.2.1.2		UniRef90_A1TKQ3	52.188	1.93e-105	308	99	NP_416959.1 transaldolase A [Escherichia coli str. K-12 substr. MG1655]	1	314	|NONOXIPENT-PWY|	good_blast	full	rxn01333 rxn29919 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_P21725	60.332	0.0	834	99	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	1	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_P21725	59.002	0.0	797	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	2	662	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_A0A0I9QGZ2	51.347	0.0	670	99	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	3	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_A0A0I9QGZ2	48.030	0.0	626	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	10	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_D5AV94	51.121	0.0	617	98	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	6	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_D5AV94	48.220	0.0	584	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	6	662	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_O83571	43.093	3.34e-179	522	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	4	655	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_O83571	43.008	4.34e-176	514	98	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	5	656	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_P21725	60.332	0.0	834	99	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	1	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_P21725	59.002	0.0	797	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	2	662	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_A0A0I9QGZ2	51.347	0.0	670	99	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	3	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_A0A0I9QGZ2	48.030	0.0	626	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	10	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_D5AV94	51.121	0.0	617	98	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	6	663	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_D5AV94	48.220	0.0	584	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	6	662	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_O83571	43.093	3.34e-179	522	98	NP_416960.1 transketolase 2 [Escherichia coli str. K-12 substr. MG1655]	4	655	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
1TRANSKETO-RXN	transketolase	2.2.1.1		UniRef90_O83571	43.008	4.34e-176	514	98	YP_026188.1 transketolase 1 [Escherichia coli str. K-12 substr. MG1655]	5	656	|NONOXIPENT-PWY|	good_blast	full	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
RIBULP3EPIM-RXN	ribulose-phosphate 3-epimerase	5.1.3.1		UniRef90_Q04539	63.470	2.37e-99	286	90	NP_417845.1 ribulose-phosphate 3-epimerase [Escherichia coli str. K-12 substr. MG1655]	6	216	|NONOXIPENT-PWY|	good_blast	full	rxn01116 rxn33862 	NA	0	1
RIBULP3EPIM-RXN	ribulose-phosphate 3-epimerase	5.1.3.1		UniRef90_P74061	52.294	3.82e-76	226	94	NP_417845.1 ribulose-phosphate 3-epimerase [Escherichia coli str. K-12 substr. MG1655]	2	217	|NONOXIPENT-PWY|	good_blast	full	rxn01116 rxn33862 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q2NRE0	79.263	3.56e-124	347	99	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	217	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q3SGD3	66.667	4.17e-104	296	100	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	219	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_A6W2V3	64.574	3.87e-100	287	100	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	219	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q0ACJ4	63.134	1.85e-99	285	98	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	217	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_A4G433	63.348	1.34e-97	280	99	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	217	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q0VL94	63.380	5.88e-97	278	98	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	213	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_A1K9D7	60.731	2.18e-95	275	99	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	219	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_B0URT3	62.385	1.79e-94	272	99	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	217	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q2KYQ1	59.193	1.31e-90	263	99	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	219	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q13ZQ5	60.177	7.50e-88	256	98	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	1	217	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
RIB5PISOM-RXN	ribose-5-phosphate isomerase A	5.3.1.6		UniRef90_Q5NFM5	54.028	7.10e-80	235	94	NP_417389.1 ribose-5-phosphate isomerase A [Escherichia coli str. K-12 substr. MG1655]	3	213	|NONOXIPENT-PWY|	good_blast	full	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	1
D-NOPALINE-DEHYDROGENASE-RXN	D-nopaline dehydrogenase		NA	tr|Q59157|Q59157_AGRTU	21.053	0.33	29.6	96	NP_415817.1 gamma-glutamylputrescine oxidase [Escherichia coli str. K-12 substr. MG1655]	29	392	|NOPALINEDEG-PWY|	bad_blast	NA	 	NA	0	NA
D-OCTOPINE-DEHYDROGENASE-RXN	D-octopine dehydrogenase		NA									|OCTOPINEDEG-PWY|	no_blast	NA	 	Subunit 1	0	NA
D-OCTOPINE-DEHYDROGENASE-RXN	D-octopine dehydrogenase		NA	sp|Q59159|OOXB_AGRT4	22.084	8.22e-04	38.1	98	NP_415817.1 gamma-glutamylputrescine oxidase [Escherichia coli str. K-12 substr. MG1655]	28	391	|OCTOPINEDEG-PWY|	bad_blast	NA	 	Subunit 2	0	NA
D-OCTOPINE-DEHYDROGENASE-RXN	D-octopine dehydrogenase		NA									|OCTOPINEDEG-PWY|	no_blast	NA	 	Subunit undefined	0	NA
ORNITHINE-CYCLODEAMINASE-RXN	ornithine cyclodeaminase	4.3.1.12	NA									|ORN-AMINOPENTANOATE-CAT-PWY|	no_blast	NA	rxn00471 rxn20495 	NA	0	NA
6PGLUCONOLACT-RXN	6-phosphogluconolactonase	3.1.1.31		UniRef90_A8AJ27	93.051	0.0	649	100	NP_415288.1 6-phosphogluconolactonase [Escherichia coli str. K-12 substr. MG1655]	1	331	|OXIDATIVEPENT-PWY|	good_blast	full	rxn01476 	NA	0	1
6PGLUCONOLACT-RXN	6-phosphogluconolactonase	3.1.1.31		UniRef90_B2VBU3	68.182	3.97e-167	465	99	NP_415288.1 6-phosphogluconolactonase [Escherichia coli str. K-12 substr. MG1655]	1	329	|OXIDATIVEPENT-PWY|	good_blast	full	rxn01476 	NA	0	1
RXN-9952	6-phosphogluconate dehydrogenase	1.1.1.44		UniRef90_P80859	70.149	0.0	691	99	NP_416533.1 6-phosphogluconate dehydrogenase, decarboxylating [Escherichia coli str. K-12 substr. MG1655]	1	467	|OXIDATIVEPENT-PWY|	good_blast	full	rxn01115 rxn11040 rxn19016 rxn27623 rxn33859 	NA	0	1
RXN-9952	6-phosphogluconate dehydrogenase	1.1.1.44		UniRef90_P43774	53.533	2.14e-179	508	96	NP_416533.1 6-phosphogluconate dehydrogenase, decarboxylating [Escherichia coli str. K-12 substr. MG1655]	3	466	|OXIDATIVEPENT-PWY|	good_blast	full	rxn01115 rxn11040 rxn19016 rxn27623 rxn33859 	NA	0	1
GLU6PDEHYDROG-RXN	glucose-6-phosphate 1-dehydrogenase	1.1.1.49		UniRef90_O51581	39.085	6.40e-119	354	98	NP_416366.1 NADP(+)-dependent glucose-6-phosphate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	5	483	|OXIDATIVEPENT-PWY|	good_blast	full	rxn00604 rxn01975 rxn15072 	NA	0	1
GLU6PDEHYDROG-RXN	glucose-6-phosphate 1-dehydrogenase	1.1.1.49		UniRef90_O84188	39.080	4.99e-104	315	97	NP_416366.1 NADP(+)-dependent glucose-6-phosphate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	74	490	|OXIDATIVEPENT-PWY|	good_blast	full	rxn00604 rxn01975 rxn15072 	NA	0	1
GLU6PDEHYDROG-RXN	glucose-6-phosphate 1-dehydrogenase	1.1.1.49		UniRef90_O54537	38.144	8.50e-103	313	96	NP_416366.1 NADP(+)-dependent glucose-6-phosphate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	12	487	|OXIDATIVEPENT-PWY|	good_blast	full	rxn00604 rxn01975 rxn15072 	NA	0	1
R101-RXN	diaminobutyrate-2-oxoglutarate transaminase	2.6.1.76		UniRef90_Q8ESU8	32.084	1.24e-60	200	96	NP_417148.1 4-aminobutyrate aminotransferase GabT [Escherichia coli str. K-12 substr. MG1655]	6	424	|P101-PWY|	good_blast	NA	rxn04786 	NA	0	1
R102-RXN	diaminobutanoate acetyltransferase	2.3.1.178	NA									|P101-PWY|	no_blast	NA	rxn04787 	NA	0	NA
R103-RXN	ectoine synthase	4.2.1.108	NA	UniRef90_Q8ESU7	27.350	4.3	23.9	85	NP_417028.1 Nus factor SuhB [Escherichia coli str. K-12 substr. MG1655]	18	119	|P101-PWY|	bad_blast	NA	rxn04788 	NA	0	NA
ASPARTATEKIN-RXN	aspartokinase	2.7.2.4		UniRef90_P00561	100.000	0.0	1687	100	NP_414543.1 fused aspartate kinase/homoserine dehydrogenase 1 [Escherichia coli str. K-12 substr. MG1655]	1	820	|P101-PWY|	good_blast	NA	rxn00337 rxn33955 	NA	0	1
ASPARTATEKIN-RXN	aspartokinase	2.7.2.4		UniRef90_P00561	30.694	5.36e-108	347	99	NP_418375.1 fused aspartate kinase/homoserine dehydrogenase 2 [Escherichia coli str. K-12 substr. MG1655]	16	805	|P101-PWY|	good_blast	NA	rxn00337 rxn33955 	NA	0	1
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	aspartate-semialdehyde dehydrogenase	1.2.1.11		UniRef90_P44801	72.087	0.0	563	99	NP_417891.1 aspartate-semialdehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	366	|P101-PWY|	good_blast	NA	rxn01643 rxn33374 rxn33956 	NA	0	1
CITSYN-RXN	CITSYN-RXN	2.3.3.3/2.3.3.16/2.3.3.1/4.1.3.7		UniRef90_O33915	68.372	0.0	619	100	NP_415248.1 citrate synthase [Escherichia coli str. K-12 substr. MG1655]	1	427	|P105-PWY|	good_blast	full	rxn00256 rxn19316 rxn33853 	NA	0	1
CITSYN-RXN	CITSYN-RXN	2.3.3.3/2.3.3.16/2.3.3.1/4.1.3.7		UniRef90_P20902	67.780	0.0	615	98	NP_415248.1 citrate synthase [Escherichia coli str. K-12 substr. MG1655]	5	422	|P105-PWY|	good_blast	full	rxn00256 rxn19316 rxn33853 	NA	0	1
CITSYN-RXN	CITSYN-RXN	2.3.3.3/2.3.3.16/2.3.3.1/4.1.3.7		UniRef90_P20901	64.403	0.0	594	98	NP_415248.1 citrate synthase [Escherichia coli str. K-12 substr. MG1655]	4	427	|P105-PWY|	good_blast	full	rxn00256 rxn19316 rxn33853 	NA	0	1
